01-01-21,00:00:58,nxdsf,0.000000E+0,nxdsct,2.800000E+1,nxdst,7.030000E+2,nxdsbs,4.309600E+4,nxdstrs,2.119600E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,0.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0,cpastate,0.000000E+0,cparun,0.000000E+0,cpawarn,-0.000000E+0,cpaerr,-0.000000E+0,cpatempwi,6.018500E+1,cpatempwo,6.588600E+1,cpatempo,5.092600E+1,cpatemph,5.329000E+1,cpalp,2.352944E+2,cpalpa,2.352011E+2,cpahp,2.359751E+2,cpahpa,2.358195E+2,cpadp,6.165619E-1,cpacurrent,1.392250E-1,cpahours,1.008100E+3,cpapscale,0.000000E+0,cpatscale,0.000000E+0,cpasn,-1.447600E+4,cpamodel,1.043000E+3
01-01-21,00:01:58,nxdsf,0.000000E+0,nxdsct,2.800000E+1,nxdst,7.030000E+2,nxdsbs,4.309600E+4,nxdstrs,2.119600E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,0.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0,cpastate,0.000000E+0,cparun,0.000000E+0,cpawarn,-0.000000E+0,cpaerr,-0.000000E+0,cpatempwi,6.021700E+1,cpatempwo,6.592300E+1,cpatempo,5.094000E+1,cpatemph,5.327700E+1,cpalp,2.353906E+2,cpalpa,2.352302E+2,cpahp,2.357204E+2,cpahpa,2.358343E+2,cpadp,6.017761E-1,cpacurrent,1.392250E-1,cpahours,1.008100E+3,cpapscale,0.000000E+0,cpatscale,0.000000E+0,cpasn,-1.447600E+4,cpamodel,1.043000E+3
01-01-21,00:02:58,nxdsf,0.000000E+0,nxdsct,2.800000E+1,nxdst,7.030000E+2,nxdsbs,4.309600E+4,nxdstrs,2.119600E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,0.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0,cpastate,0.000000E+0,cparun,0.000000E+0,cpawarn,-0.000000E+0,cpaerr,-0.000000E+0,cpatempwi,6.028200E+1,cpatempwo,6.592700E+1,cpatempo,5.093500E+1,cpatemph,5.327200E+1,cpalp,2.353108E+2,cpalpa,2.351933E+2,cpahp,2.358954E+2,cpahpa,2.358334E+2,cpadp,6.432343E-1,cpacurrent,1.392200E-1,cpahours,1.008100E+3,cpapscale,0.000000E+0,cpatscale,0.000000E+0,cpasn,-1.447600E+4,cpamodel,1.043000E+3
01-01-21,00:03:58,nxdsf,0.000000E+0,nxdsct,2.800000E+1,nxdst,7.030000E+2,nxdsbs,4.309600E+4,nxdstrs,2.119600E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,0.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0,cpastate,0.000000E+0,cparun,0.000000E+0,cpawarn,-0.000000E+0,cpaerr,-0.000000E+0,cpatempwi,6.033300E+1,cpatempwo,6.603400E+1,cpatempo,5.094000E+1,cpatemph,5.329500E+1,cpalp,2.352956E+2,cpalpa,2.351546E+2,cpahp,2.359420E+2,cpahpa,2.358225E+2,cpadp,6.714020E-1,cpacurrent,1.327150E-1,cpahours,1.008100E+3,cpapscale,0.000000E+0,cpatscale,0.000000E+0,cpasn,-1.447600E+4,cpamodel,1.043000E+3
01-01-21,00:04:58,nxdsf,0.000000E+0,nxdsct,2.800000E+1,nxdst,7.030000E+2,nxdsbs,4.309600E+4,nxdstrs,2.119600E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,0.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0,cpastate,0.000000E+0,cparun,0.000000E+0,cpawarn,-0.000000E+0,cpaerr,-0.000000E+0,cpatempwi,6.036600E+1,cpatempwo,6.606200E+1,cpatempo,5.089400E+1,cpatemph,5.326300E+1,cpalp,2.351811E+2,cpalpa,2.352065E+2,cpahp,2.357861E+2,cpahpa,2.358208E+2,cpadp,6.172791E-1,cpacurrent,1.327050E-1,cpahours,1.008100E+3,cpapscale,0.000000E+0,cpatscale,0.000000E+0,cpasn,-1.447600E+4,cpamodel,1.043000E+3
01-01-21,00:05:58,nxdsf,0.000000E+0,nxdsct,2.800000E+1,nxdst,7.030000E+2,nxdsbs,4.309600E+4,nxdstrs,2.119600E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,0.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0,cpastate,0.000000E+0,cparun,0.000000E+0,cpawarn,-0.000000E+0,cpaerr,-0.000000E+0,cpatempwi,6.043500E+1,cpatempwo,6.610300E+1,cpatempo,5.090700E+1,cpatemph,5.328100E+1,cpalp,2.350719E+2,cpalpa,2.351908E+2,cpahp,2.360234E+2,cpahpa,2.358113E+2,cpadp,6.215973E-1,cpacurrent,1.392200E-1,cpahours,1.008100E+3,cpapscale,0.000000E+0,cpatscale,0.000000E+0,cpasn,-1.447600E+4,cpamodel,1.043000E+3
01-01-21,00:06:58,nxdsf,0.000000E+0,nxdsct,2.800000E+1,nxdst,7.030000E+2,nxdsbs,4.309600E+4,nxdstrs,2.119600E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,0.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0,cpastate,0.000000E+0,cparun,0.000000E+0,cpawarn,-0.000000E+0,cpaerr,-0.000000E+0,cpatempwi,6.050400E+1,cpatempwo,6.617700E+1,cpatempo,5.091200E+1,cpatemph,5.328100E+1,cpalp,2.352255E+2,cpalpa,2.351833E+2,cpahp,2.357097E+2,cpahpa,2.358279E+2,cpadp,6.441040E-1,cpacurrent,1.327050E-1,cpahours,1.008100E+3,cpapscale,0.000000E+0,cpatscale,0.000000E+0,cpasn,-1.447600E+4,cpamodel,1.043000E+3
01-01-21,00:07:58,nxdsf,0.000000E+0,nxdsct,2.800000E+1,nxdst,7.030000E+2,nxdsbs,4.309600E+4,nxdstrs,2.119600E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,0.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0,cpastate,0.000000E+0,cparun,0.000000E+0,cpawarn,-0.000000E+0,cpaerr,-0.000000E+0,cpatempwi,6.056500E+1,cpatempwo,6.624200E+1,cpatempo,5.091200E+1,cpatemph,5.329000E+1,cpalp,2.352435E+2,cpalpa,2.352081E+2,cpahp,2.357884E+2,cpahpa,2.358122E+2,cpadp,6.041870E-1,cpacurrent,1.452300E-1,cpahours,1.008100E+3,cpapscale,0.000000E+0,cpatscale,0.000000E+0,cpasn,-1.447600E+4,cpamodel,1.043000E+3
01-01-21,00:08:58,nxdsf,0.000000E+0,nxdsct,2.800000E+1,nxdst,7.030000E+2,nxdsbs,4.309600E+4,nxdstrs,2.119600E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,0.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0,cpastate,0.000000E+0,cparun,0.000000E+0,cpawarn,-0.000000E+0,cpaerr,-0.000000E+0,cpatempwi,6.061100E+1,cpatempwo,6.630700E+1,cpatempo,5.089800E+1,cpatemph,5.326700E+1,cpalp,2.354223E+2,cpalpa,2.352101E+2,cpahp,2.357593E+2,cpahpa,2.358049E+2,cpadp,5.915375E-1,cpacurrent,1.392100E-1,cpahours,1.008100E+3,cpapscale,0.000000E+0,cpatscale,0.000000E+0,cpasn,-1.447600E+4,cpamodel,1.043000E+3
01-01-21,00:09:58,nxdsf,0.000000E+0,nxdsct,2.800000E+1,nxdst,7.030000E+2,nxdsbs,4.309600E+4,nxdstrs,2.119600E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,0.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0,cpastate,0.000000E+0,cparun,0.000000E+0,cpawarn,-0.000000E+0,cpaerr,-0.000000E+0,cpatempwi,6.069900E+1,cpatempwo,6.637200E+1,cpatempo,5.092100E+1,cpatemph,5.329000E+1,cpalp,2.351291E+2,cpalpa,2.352012E+2,cpahp,2.357979E+2,cpahpa,2.357955E+2,cpadp,5.946350E-1,cpacurrent,1.392200E-1,cpahours,1.008100E+3,cpapscale,0.000000E+0,cpatscale,0.000000E+0,cpasn,-1.447600E+4,cpamodel,1.043000E+3
